text_hash,occurrences,locations
7e0ca60946ddfd32e23a29518421dc7beea044d1,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
0ef2ffe0fcaceca30a330539aa7dafbdd63bbb12,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
12576d7a0e6cd00826948dbb1cdc840a2b65bde1,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
ec0cc5735b0872920df4bc597fb2deb2872b1058,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
2dc3627a909eca14ce038c7efb8235d29888cd4f,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
933761d7e3a849c71e1e821922c819adbea0deb3,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
743137624ad75a6d3a07fd4e5a269695bc375834,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
f37dd307ac8fff7c3220d2f37991e9167387d9f7,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
a03b1c505598334d9b8fe95828cc847d134670ea,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
3291c9f46f9dab5b2debb75d7317b4f75ea3b67a,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
d27dc8e8d2892b497da99a4b62e6b4fdf6d77fef,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
f2842465157a8a4f9ba179d386c66704410e19b4,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
646f8cb92d4cb8b2da16f7013357a7529f7b21bf,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
a3af9d32294fe362997cb0045d45e73c8f77bd69,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
2b97c74255a1b38b61ee893c2ab2a4cbfcfc037f,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
2bfa6ad492378f373d163febb53c30a8b757ab7d,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
0696a39f8b9781b3dffb61303c075fed7daf75fb,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
7f223968f50d992c0a3ea5e4c5a300012b39114c,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
0296faec8f4c38587a2b9234abab81ca51909216,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
e0d007d2bd06ccdaa75281f41158097faca141f3,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
4888b206ccc803ad634f10f86c0ae5e0e06067f1,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
d9c31bb9da6b636fcec11e700764b47eef7e771e,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
670be31ed947e25c3452da650b9a739e254e279e,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
a10d49102db15bff8ecb8c019f8abb4b60904ef9,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
f4994f555911bdcece24b2944d6389dc3952301c,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
e73e8ff63ddd9a236c3ef505b8ac4ba0c8dd6d81,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
5015b55b420ec8c68f3e711cd6b5a555e86b2468,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
0685e476c73431e33fea3331e48f77d414469684,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
dc5e763ea07f160010de0ec0f3b52ccdba0325c9,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
20270971ddd4482ee7587fea60d806c4bdbf4547,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
f23cbd86f938b21341a6c9f4478f6aabbf203e96,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
c027c95559dd176ba80fd2364fbef5e453e9fc10,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
6bf99391750e7485893aa6f4674d283fbc80e353,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
db830752df228f9fa3d95b40155e3c4b7eb9281f,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
2fc98d01d64af943609d3f95eb2054f80f4c8f26,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
5c4e792a0fa758f381ddc87cc6366c9bcc9118d3,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
7405346ca145624df699a71f3f7089417b88facf,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
4eab4f8cb32f7e5e3c315a7945e0691fa5b98e2c,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
f2186d596684a02488f0cd66672f28a588bf5a36,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
d4e856bebf783b0ac2591f81e297562ca8ebe8f9,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
5732246ebb6773ded480921900080fe0abc6a5e0,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
26850e14ff07d2963733054dc2069d1b0e51d2b0,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
4d4f68c22630be3efd7749fc6683143d1f0818c8,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
526ba023edffa001fa166fe86b064d27ee8f94b5,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
8d7b090bf83f1e01e01da8cb269032813b21cfdc,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
80ebf2c8ff8b2f917b1d4d23db08a0503a8ffa9b,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
583a01021797c38d1b2b2e34d33fe7333130993e,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
9f44daa9a1b29cc3d98ca0e2dd8b852db69eec0e,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
b5773201a345057f3d05ed61b9ec7c53f3ec7d59,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
62c185e3318bf63a660ecb3bfd7db53492afb5ec,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
bd71a677b3d12f11982fef0aabf289e391bbd78b,2,"[{""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""test"", ""source_file"": ""commonsense\\cm_test.csv"", ""text_field"": ""input""}, {""category"": ""commonsense"", ""task"": ""cm"", ""split"": ""train"", ""source_file"": ""commonsense\\cm_train.csv"", ""text_field"": ""input""}]"
